------Emission Probability------
politics NNP 8.03277371676e-05
actually RB 0.00627885503232
indicated VBD 0.000555247084953
hide NN 0.000111474435196
gibson NNP 0.000160655474335
walk NN 0.000222948870392
thomas NNP 0.000481966423006
cappelletto NNP 8.03277371676e-05
formatting VBG 0.0003003003003
python NN 0.000148632580262
gymnasiums NNS 0.000118553645525
proposition NN 3.71581450654e-05
vomiting VBG 0.0015015015015
range NN 0.000706004756243
spines NNS 0.000118553645525
pleasing JJ 8.62663906142e-05
morelias NN 3.71581450654e-05
ranging VBG 0.0012012012012
everett NNP 0.000160655474335
permanently RB 9.23361034164e-05
infinite JJ 0.0006038647343
plaster NN 0.000334423305589
jersey NNP 0.000240983211503
plus RB 9.23361034164e-05
cooper NNP 8.03277371676e-05
kim NNP 0.00136557153185
revoke VB 0.000105529759392
entree NN 0.000148632580262
extinction NN 7.43162901308e-05
filo NNP 8.03277371676e-05
http://www.country-couples.co.uk/datingtips/basic-travel-allowance-bta-dating-scam/ ADD 0.00342465753425
barrels NNS 0.000592768227623
modem NN 0.000222948870392
held VBN 0.00428643469491
rosalee NNP 0.000321310948671
rouault NNP 8.03277371676e-05
invoicing NN 3.71581450654e-05
held VBD 0.00129557653156
description NN 0.000260107015458
yamwhatiyam NNP 8.03277371676e-05
launchers NNS 0.000237107291049
monday's NNPS 0.00401606425703
neighboring VBG 0.000900900900901
putting VBG 0.00630630630631
energyphiles NNS 0.000118553645525
ilk NN 3.71581450654e-05
3,500 CD 0.001001001001
ibrahim NNP 8.03277371676e-05
epa NNP 0.000240983211503
rounds NNS 0.000474214582098
province NNP 0.000481966423006
25 CD 0.00675675675676
fabric NN 0.000111474435196
prefer VBP 0.00167473018236
rabbits NNS 0.00118553645525
fare NN 0.000111474435196
propose VBP 0.000744324525493
spreading VBG 0.000600600600601
tabs NN 7.43162901308e-05
removes VBZ 0.000436871996505
stole VBD 0.000185082361651
articles NNS 0.000355660936574
pipe NN 0.000148632580262
sooner RBR 0.0144927536232
incurred VBN 0.000504286434695
seizures NNS 0.000237107291049
adhering VBG 0.000900900900901
guide NN 0.000185790725327
pal NN 3.71581450654e-05
proclaiming VBG 0.0003003003003
philosophy NN 7.43162901308e-05
officials NNS 0.00355660936574
generations NNS 0.000355660936574
camille NNP 8.03277371676e-05
traders NNS 0.000948429164197
mid JJ 8.62663906142e-05
sampling NN 0.000111474435196
dislike VBP 0.000372162262747
lieutenant NNP 0.000160655474335
piccadilla NNP 8.03277371676e-05
plans VBZ 0.000218435998253
bugless NNP 8.03277371676e-05
12:21 CD 0.00025025025025
leopold NNP 0.000401638685838
imported VBD 0.000370164723302
lynda NNP 8.03277371676e-05
07:24 CD 0.000500500500501
713-654-1281 CD 0.000500500500501
mixing NN 3.71581450654e-05
looser NN 3.71581450654e-05
sophisticated JJ 8.62663906142e-05
marks NNS 0.000237107291049
disenfranchised VBN 0.000504286434695
prisoner NN 3.71581450654e-05
fail VBP 0.000186081131373
hide VBP 0.000186081131373
missive NN 3.71581450654e-05
robin NNP 0.000160655474335
appropriate JJ 0.000948930296756
helicopter NN 7.43162901308e-05
920 CD 0.00025025025025
negotiating NN 3.71581450654e-05
monies NNS 0.000237107291049
murder NN 0.000557372175981
ceiling NN 0.000148632580262
australian JJ 8.62663906142e-05
disclose VB 0.000316589278176
internally RB 9.23361034164e-05
brass NN 0.000297265160523
experiencing VBG 0.000600600600601
suit VB 0.000211059518784
202.456.1414 CD 0.000500500500501
above JJ 0.00103519668737
7 LS 0.017094017094
exocets NNPS 0.00200803212851
pen NN 3.71581450654e-05
wether IN 9.65157803301e-05
enable VB 0.000422119037569
centre NNP 0.000321310948671
thought NN 0.000222948870392
425-415-3052 CD 0.00025025025025
orderd VBP 0.000186081131373
echo VB 0.000105529759392
made NNP 8.03277371676e-05
raised VBD 0.000370164723302
nordstrom NNP 8.03277371676e-05
spicy JJ 0.000345065562457
melanie.gray@weil.com ADD 0.00342465753425
obligates VBZ 0.000218435998253
raised VBN 0.00302571860817
fix VB 0.00158294639088
12-20-00.doc NN 3.71581450654e-05
ever RB 0.00803324099723
va. NNP 8.03277371676e-05
para13 GW 0.00680272108844
filming NN 3.71581450654e-05
215,000 CD 0.00025025025025
30th NN 0.000185790725327
hunger VBP 0.000186081131373
phlox NN 3.71581450654e-05
muslims NNPS 0.0100401606426
untouched JJ 8.62663906142e-05
dozens NNS 0.000237107291049
danced VBN 0.000252143217347
leaned VBD 0.000185082361651
finished VBN 0.00226928895613
count VBP 0.000372162262747
separated VBN 0.000756429652042
political JJ 0.00293305728088
accord NNP 0.000240983211503
bout NN 3.71581450654e-05
air NNP 0.00112458832035
separated VBD 0.000370164723302
coordinated VBN 0.000504286434695
finished VBD 0.000555247084953
greet VB 0.000211059518784
hates VBZ 0.000655307994758
astride IN 4.8257890165e-05
catastrophe NN 3.71581450654e-05
duality NN 3.71581450654e-05
civilian JJ 0.000258799171843
wives NNS 0.000474214582098
live VBP 0.00483810941571
penetrated VBN 0.000252143217347
likewise RB 0.000461680517082
programmes NNS 0.000118553645525
patricia NNP 0.000240983211503
rows NNS 0.000118553645525
ryan NNP 0.000481966423006
proceed VBP 0.000372162262747
questioning VBG 0.0003003003003
open NN 3.71581450654e-05
since IN 0.00583920470997
paperback NNP 8.03277371676e-05
magnet NN 3.71581450654e-05
11/13/2000 CD 0.00025025025025
wrinkles NNS 0.000237107291049
tronicus NNP 0.000160655474335
discovery NNP 8.03277371676e-05
sub NN 3.71581450654e-05
revealing JJ 8.62663906142e-05
style NN 0.000520214030916
enchladas NNS 0.000118553645525
bombers NNS 0.000237107291049
anniversary NN 0.000148632580262
large JJ 0.0036231884058
hurry NN 0.000148632580262
mainstream JJ 0.000345065562457
town RB 9.23361034164e-05
reminded VBD 0.000185082361651
realize VB 0.000633178556353
blue NN 3.71581450654e-05
identifies VBZ 0.000655307994758
reminded VBN 0.000252143217347
contents NNS 0.000592768227623
risking VBG 0.0003003003003
20005 CD 0.00025025025025
idk VBP 0.000186081131373
becuse IN 0.000144773670495
failure NN 0.000297265160523
fischer NNP 8.03277371676e-05
aspiration NN 3.71581450654e-05
storage NN 0.000222948870392
hirier VBP 0.000186081131373
advocate NN 3.71581450654e-05
graze VB 0.000105529759392
factory NN 7.43162901308e-05
police NN 0.000222948870392
ld2d-#69336-1.xls NN 7.43162901308e-05
haas NNP 8.03277371676e-05
bust VB 0.000105529759392
walking NN 7.43162901308e-05
interesting NN 3.71581450654e-05
verdict NN 7.43162901308e-05
copy NN 0.000743162901308
shipyard NN 3.71581450654e-05
homes NNPS 0.00200803212851
minicab NN 3.71581450654e-05
properties NNS 0.000355660936574
sr. JJ 8.62663906142e-05
'72 CD 0.00025025025025
contributions NNS 0.000355660936574
units NNS 0.000592768227623
regreted VBD 0.000185082361651
sucks VBZ 0.000655307994758
72 CD 0.000750750750751
n't RB 0.0599261311173
reminding VBG 0.0003003003003
paradoxically RB 9.23361034164e-05
honro VB 0.000105529759392
sour VB 0.000105529759392
administered VBN 0.000252143217347
powers NNS 0.000237107291049
dads NNS 0.000118553645525
hailstorm NN 3.71581450654e-05
shed NN 3.71581450654e-05
throw VB 0.00105529759392
scud NNP 8.03277371676e-05
pyrenees NNPS 0.00200803212851
disruption NN 3.71581450654e-05
bourret NNP 8.03277371676e-05
haste NN 3.71581450654e-05
rip UH 0.00145137880987
acer NNP 8.03277371676e-05
promotional JJ 0.000172532781228
iron JJ 0.000172532781228
subpar JJ 8.62663906142e-05
sullivan@enron ADD 0.00342465753425
apr NNP 0.000160655474335
tsar NN 3.71581450654e-05
3.29 CD 0.00025025025025
deer NNS 0.000237107291049
cop NN 0.000111474435196
equating VBG 0.0003003003003
deceiving VBG 0.0003003003003
iguaçu NNP 8.03277371676e-05
couples NNS 0.000474214582098
namaskar UH 0.00145137880987
cpcg NNP 8.03277371676e-05
enter VB 0.000738708315745
knew VBP 0.000186081131373
south RB 0.000461680517082
love VB 0.00189953566906
friendliness NN 7.43162901308e-05
indo AFX 0.0625
agents NNS 0.00154119739182
minded JJ 0.000172532781228
amends VBZ 0.000218435998253
wider RBR 0.0036231884058
tragic JJ 0.000172532781228
vaulted VBD 0.000185082361651
gnosticism NNP 8.03277371676e-05
producers NNS 0.00106698280972
feed NN 0.000222948870392
covert JJ 0.000172532781228
websphere NNP 8.03277371676e-05
desperately RB 0.000184672206833
9th NN 7.43162901308e-05
trotting VBG 0.0003003003003
meier NNP 0.000160655474335
02/27/2001 CD 0.000500500500501
adulterated VBD 0.000185082361651
laurie NNP 0.000321310948671
mouthpiece NN 3.71581450654e-05
equilon NNP 8.03277371676e-05
lovable JJ 8.62663906142e-05
chosen VBN 0.000756429652042
pre-owned JJ 0.000258799171843
gone JJ 0.000345065562457
lies NNS 0.000711321873148
mechanicly RB 9.23361034164e-05
dare VBP 0.000186081131373
ag NN 3.71581450654e-05
noiseless JJ 8.62663906142e-05
1-877-331-6867 CD 0.00025025025025
01/12/2001 CD 0.00125125125125
sites NNS 0.00130409010077
through JJ 8.62663906142e-05
mess NN 0.000148632580262
ate VBD 0.000555247084953
arrange VB 0.000633178556353
channels NNS 0.000237107291049
embarrassment NN 0.000111474435196
plan NN 0.00104042806183
thrive VB 0.000211059518784
venture NN 0.000222948870392
walks VBZ 0.000655307994758
coach NN 7.43162901308e-05
0400 CD 0.00025025025025
carry VB 0.000527648796961
metering NN 0.000148632580262
press NN 0.00089179548157
association NN 3.71581450654e-05
accurately RB 9.23361034164e-05
give NN 3.71581450654e-05
meek JJ 8.62663906142e-05
will MD 0.253187613843
importantly RB 0.000369344413666
features NNS 0.000237107291049
metroplex NN 3.71581450654e-05
05:17 CD 0.00025025025025
offices NNS 0.0014226437463
seleznov NNP 0.000160655474335
http://www.loveallpeople.org/theonereasonwhy.html ADD 0.00342465753425
faction NN 7.43162901308e-05
entities NNS 0.000829875518672
islamist NNP 0.000321310948671
scraps NNS 0.000118553645525
http://www.mikegigi.com/techspec.htm#selctemp ADD 0.00342465753425
blooded VBN 0.000252143217347
kelley NNP 8.03277371676e-05
disclaimer NN 3.71581450654e-05
founders NNS 0.000237107291049
alabama NNP 0.000883605108844
youtube NNP 0.000401638685838
pathogens NNS 0.000118553645525
misanthropy NN 3.71581450654e-05
barcoding NN 3.71581450654e-05
http://www.consumerreports.org/health/healthy-living/beauty-personal-care/hair-loss-10-08/hair-loss.htm ADD 0.00342465753425
waiter NN 0.000185790725327
tactic JJ 8.62663906142e-05
language NN 0.00130053507729
martial JJ 8.62663906142e-05
refund VB 0.000105529759392
sandwich NN 0.000185790725327
coeur NNP 8.03277371676e-05
naivety NN 3.71581450654e-05
hate VB 0.000211059518784
jiabao NNP 8.03277371676e-05
contractor NN 0.000111474435196
long NNP 0.000160655474335
aesthetics NNPS 0.00200803212851
comedian NN 3.71581450654e-05
bottom NN 0.000408739595719
nationalists NNS 0.000118553645525
preparation NN 0.000148632580262
ubs NN 3.71581450654e-05
both PDT 0.0228571428571
spying NN 3.71581450654e-05
p.o. NN 7.43162901308e-05
policies NNS 0.000592768227623
satisfactory JJ 0.000517598343685
equine JJ 0.000431331953071
resulting VBG 0.0015015015015
4 CD 0.0225225225225
mid-august NNP 8.03277371676e-05
latest JJS 0.0182767624021
kwik NNP 8.03277371676e-05
trivia NN 3.71581450654e-05
dulaim NNP 0.000240983211503
nichols NNP 0.000160655474335
holiday NN 0.000334423305589
beginning VBG 0.0021021021021
80,000 CD 0.00025025025025
unfortunately RB 0.00147737765466
vice NN 0.000185790725327
usb NN 0.000111474435196
baked VBN 0.000252143217347
38,000 CD 0.000750750750751
seat NN 0.000148632580262
islamabad NNP 0.000481966423006
hunters NNS 0.000118553645525
context NN 0.000111474435196
redlined JJ 8.62663906142e-05
pass NN 7.43162901308e-05
s POS 0.103801169591
baathists NNPS 0.00401606425703
6.3 CD 0.00025025025025
sonia NNP 8.03277371676e-05
lemell NNP 8.03277371676e-05
decorated VBN 0.000504286434695
contribution NN 7.43162901308e-05
transfers NNS 0.000237107291049
beneficiary NN 3.71581450654e-05
packed JJ 8.62663906142e-05
war NNP 0.000883605108844
question VBP 0.000186081131373
righ...@sonic.net ADD 0.00342465753425
fortier NNP 0.000883605108844
horror NN 0.000111474435196
ummmm UH 0.00290275761974
08/03/2000 CD 0.000500500500501
cafeteria NN 7.43162901308e-05
encouraged VBN 0.000252143217347
suddenly RB 0.000277008310249
homosexuality NN 0.000148632580262
jew NNP 8.03277371676e-05
encouraged VBD 0.000555247084953
agreements NNS 0.000474214582098
munching VBG 0.0003003003003
compaq NNP 0.000401638685838
transfer VBP 0.000186081131373
manage VB 0.000738708315745
saltford NNP 0.000160655474335
research NNP 0.000160655474335
firstly RB 0.000184672206833
assailant NN 3.71581450654e-05
poker NN 3.71581450654e-05
williams@enron_development ADD 0.00342465753425
yugoslavia NNP 8.03277371676e-05
uh UH 0.00435413642961
dpc NNP 8.03277371676e-05
hurt VBD 0.000740329446604
bascom NNP 8.03277371676e-05
replied VBD 0.000555247084953
pump NN 7.43162901308e-05
protected VBN 0.00126071608674
sums NNS 0.000118553645525
delivers VBZ 0.000218435998253
sagittarius NNP 8.03277371676e-05
objectively RB 9.23361034164e-05
lawyer NN 0.000222948870392
steve NNP 0.00136557153185
all RB 0.00858725761773
the DT 0.538914323087
edt NNP 0.000160655474335
return VB 0.00242718446602
builders NNPS 0.00200803212851
shit NN 0.000148632580262
flipping NN 7.43162901308e-05
explained VBD 0.00333148250972
… . 0.000484637006882
probing JJ 8.62663906142e-05
spel VB 0.000105529759392
handle NN 7.43162901308e-05
means NN 7.43162901308e-05
curfew NN 3.71581450654e-05
greeted VBD 0.000185082361651
board NN 0.00089179548157
sweared VBD 0.000185082361651
granting VBG 0.0003003003003
intended VBD 0.000185082361651
complimented VBN 0.000252143217347
finland NNP 0.000160655474335
side NN 0.0010775862069
benefits NNS 0.000829875518672
intended VBN 0.00378214826021
revive VB 0.000105529759392
bowls NNS 0.000118553645525
reintroduced VBN 0.000504286434695
equip VB 0.000105529759392
allen NNP 8.03277371676e-05
paint NN 0.000111474435196
lingering VBG 0.0003003003003
maitra NNP 0.000160655474335
louisianna NNP 8.03277371676e-05
gained VBN 0.000756429652042
ul NNP 8.03277371676e-05
shaped JJ 8.62663906142e-05
receptionist JJ 8.62663906142e-05
gained VBD 0.000185082361651
sat NNP 8.03277371676e-05
ordering VBG 0.000600600600601
seven NNP 0.000160655474335
freely RB 0.000184672206833
11/22/2000 CD 0.00025025025025
degus NNS 0.000118553645525
irreconcilable JJ 8.62663906142e-05
founded VBD 0.000185082361651
focusing VBG 0.000600600600601
fontainbleu NNP 8.03277371676e-05
cat NN 0.00163495838288
products NNS 0.00213396561944
shotgun NN 3.71581450654e-05
noble NNP 0.000321310948671
march NNP 0.00265081532653
enclosed VBN 0.000504286434695
gun NN 0.000148632580262
miss VB 0.000633178556353
t. IN 4.8257890165e-05
unscear NNP 8.03277371676e-05
formal JJ 0.00112146307798
ways NNS 0.0014226437463
review NNP 0.000160655474335
mansour NNP 8.03277371676e-05
killifish NN 3.71581450654e-05
gapinski NNP 0.000160655474335
johnette NNP 0.000160655474335
guernica NNP 8.03277371676e-05
> NFP 0.00295857988166
tiffany NNP 0.000160655474335
resulted VBD 0.000185082361651
semester NN 3.71581450654e-05
resisted VBD 0.000185082361651
titles NNS 0.000474214582098
picked JJ 8.62663906142e-05
restrictions NNS 0.000592768227623
untreated JJ 8.62663906142e-05
extending VBG 0.0003003003003
listening VBG 0.0012012012012
rudeness NN 0.000148632580262
setups NNS 0.000118553645525
relaxing VBG 0.000600600600601
latte NN 3.71581450654e-05
heading VBG 0.0018018018018
answer NN 0.0010775862069
attached VBD 0.000185082361651
maple NN 3.71581450654e-05
termination NN 0.000148632580262
intrigue VB 0.000105529759392
spread NN 0.000111474435196
attached VBN 0.0196671709531
brazilian JJ 0.000172532781228
shared VBN 0.00126071608674
representative JJ 0.000172532781228
premiums NNS 0.000118553645525
beyond RB 0.000369344413666
heed NN 3.71581450654e-05
temp NN 7.43162901308e-05
regain VB 0.000105529759392
phoenix JJ 8.62663906142e-05
comparing VBG 0.000900900900901
sharq NNP 8.03277371676e-05
1978 CD 0.00025025025025
sued VBD 0.000185082361651
turkish JJ 8.62663906142e-05
aggressive JJ 0.000258799171843
substances NNS 0.000237107291049
nva NNP 0.000160655474335
we VBD 0.000185082361651
nurses NNS 0.000118553645525
company NNP 0.000240983211503
earth NNP 0.000562294160174
therapy NN 7.43162901308e-05
favor NN 0.000334423305589
24 NNP 8.03277371676e-05
predicted VBN 0.000252143217347
mid-80s NNS 0.000118553645525
disability NN 0.000297265160523
idle JJ 8.62663906142e-05
akin JJ 8.62663906142e-05
xray NN 3.71581450654e-05
gamut NN 3.71581450654e-05
docking NN 3.71581450654e-05
flat RB 9.23361034164e-05
vacancy NN 3.71581450654e-05
( GW 0.0136054421769
ahead IN 4.8257890165e-05
malaysian JJ 0.000258799171843
clientelage NN 3.71581450654e-05
to VB 0.000105529759392
klimberg NNP 8.03277371676e-05
present VBP 0.000372162262747
cost VBD 0.000185082361651
front RB 9.23361034164e-05
!!! . 0.00542793447708
v VBP 0.000186081131373
!!! , 0.00012411567581
delvery NN 3.71581450654e-05
legs NNS 0.00189685832839
fridge NN 3.71581450654e-05
shoot NN 3.71581450654e-05
deceive VB 0.000105529759392
uni NN 7.43162901308e-05
fingers NNS 0.000474214582098
usally RB 9.23361034164e-05
tasks NNS 0.000118553645525
innocents NNS 0.000118553645525
3:30 CD 0.000750750750751
shortages NNS 0.000118553645525
service NN 0.0068742568371
schizophrenic JJ 0.000258799171843
engagement NN 0.000111474435196
dating NN 0.000445897740785
neighbours NNS 0.000829875518672
francis NNP 0.000240983211503
worth NNP 0.000803277371676
frequency NN 7.43162901308e-05
settled VBN 0.00151285930408
ny NNP 0.000642621897341
far JJ 0.000345065562457
time NN 0.0147146254459
memories NNS 0.000237107291049
excel NNP 0.000321310948671
chrisssake NN 3.71581450654e-05
medici NNP 0.000160655474335
24,000 CD 0.000500500500501
rachels NNP 0.000240983211503
repsitun NNP 8.03277371676e-05
lorie GW 0.0102040816327
narrow JJ 0.000258799171843
deserve VBP 0.000372162262747
bees NNS 0.000237107291049
freighter NN 7.43162901308e-05
compounding VBG 0.0003003003003
ghostly JJ 8.62663906142e-05
aggression NN 3.71581450654e-05
numbing VBG 0.0003003003003
expanded VBN 0.000504286434695
people NNS 0.0282157676349
mental JJ 0.0006038647343
